Gene,Num_seqs,Mouse_presence,Human_presence,Num_codons_hum,Length_seq
ENSG00000155085,56,1,1,1911,7575
ENSG00000155087,68,1,1,250,1116
ENSG00000155090,70,1,1,480,2370
ENSG00000155093,51,1,1,1015,7284
ENSG00000155096,64,1,1,448,1602
ENSG00000155097,66,1,1,382,1821
ENSG00000155099,70,1,1,257,1236
ENSG00000155100,62,1,1,323,1338
ENSG00000155111,72,1,1,502,1944
ENSG00000155115,62,1,1,213,1629
ENSG00000155158,72,1,1,682,3759
ENSG00000155189,69,1,1,364,1968
ENSG00000155229,71,1,1,1030,4392
ENSG00000155249,42,1,1,311,1197
ENSG00000155252,39,1,1,479,1500
ENSG00000155254,46,1,1,173,822
ENSG00000155256,71,1,1,416,2082
ENSG00000155265,69,1,1,167,936
ENSG00000155275,66,1,1,757,5115
ENSG00000155287,69,1,1,364,1767
ENSG00000155304,72,1,1,471,1995
ENSG00000155307,70,1,1,441,2664
ENSG00000155313,70,1,1,1125,4404
ENSG00000155324,71,1,1,447,2733
ENSG00000155329,61,1,1,192,1965
ENSG00000155330,67,1,1,154,1296
ENSG00000155363,68,1,1,1003,4881
ENSG00000155366,57,1,1,193,930
ENSG00000155367,67,1,1,505,3099
ENSG00000155368,59,1,1,148,2646
ENSG00000155380,68,1,1,500,1539
ENSG00000155393,67,1,1,680,4194
ENSG00000155438,66,1,1,293,1803
ENSG00000155463,66,1,1,495,2175
ENSG00000155465,71,1,1,511,2175
ENSG00000155506,71,1,1,1019,5706
ENSG00000155508,69,1,1,292,1143
ENSG00000155511,70,1,1,916,3798
ENSG00000155530,71,1,1,825,5229
ENSG00000155545,70,1,1,555,2121
ENSG00000155561,72,1,1,2012,8145
ENSG00000155592,69,1,1,967,3198
ENSG00000155621,59,1,1,157,1407
ENSG00000155629,71,1,1,805,3543
ENSG00000155636,72,1,1,474,1926
ENSG00000155657,57,1,1,35991,137187
ENSG00000155659,58,1,1,399,2343
ENSG00000155660,67,1,1,645,3411
ENSG00000155666,69,1,1,454,2280
ENSG00000155714,68,1,1,204,1584
ENSG00000155719,66,1,1,1139,5538
ENSG00000155729,66,1,1,426,2157
ENSG00000155744,70,1,1,530,1917
ENSG00000155749,65,1,1,445,2190
ENSG00000155754,60,1,1,1820,12189
ENSG00000155755,70,1,1,408,3045
ENSG00000155760,63,1,1,574,3408
ENSG00000155761,69,1,1,2223,10869
ENSG00000155792,70,1,1,409,2802
ENSG00000155816,65,1,1,1722,14520
ENSG00000155827,70,1,1,975,3027
ENSG00000155833,54,1,1,348,3750
ENSG00000155846,69,1,1,1023,5091
ENSG00000155849,66,1,1,727,2616
ENSG00000155850,68,1,1,739,2361
ENSG00000155858,66,1,1,360,2049
ENSG00000155868,61,1,1,233,2328
ENSG00000155875,61,1,1,474,1902
ENSG00000155876,25,1,1,313,942
ENSG00000155886,72,1,1,661,3084
ENSG00000155890,69,1,1,723,2679
ENSG00000155893,67,1,1,480,1944
ENSG00000155897,72,1,1,1251,4518
ENSG00000155903,71,1,1,849,5130
ENSG00000155906,70,1,1,449,2145
ENSG00000155926,69,1,1,316,1575
ENSG00000155959,54,1,1,197,1110
ENSG00000155961,63,1,1,213,1188
ENSG00000155966,67,1,1,1311,5292
ENSG00000155970,70,1,1,530,3234
ENSG00000155974,71,1,1,1076,5904
ENSG00000155975,67,1,1,397,1296
ENSG00000155980,70,1,1,1032,4719
ENSG00000156011,70,1,1,1047,6219
ENSG00000156017,68,1,1,409,2730
ENSG00000156026,69,1,1,351,1575
ENSG00000156030,68,1,1,1045,5178
ENSG00000156042,69,1,1,1121,5007
ENSG00000156049,70,1,1,355,1509
ENSG00000156050,69,1,1,710,3762
ENSG00000156052,67,1,1,359,1482
ENSG00000156076,71,1,1,379,2640
ENSG00000156097,62,1,1,451,1455
ENSG00000156103,71,1,1,607,2268
ENSG00000156110,66,1,1,362,1665
ENSG00000156113,72,1,1,1236,5823
ENSG00000156127,69,1,1,125,564
ENSG00000156136,70,1,1,260,1599
ENSG00000156140,71,1,1,1205,4860
ENSG00000156150,67,1,1,343,1746
ENSG00000156162,71,1,1,723,2937
ENSG00000156170,68,1,1,333,1938
ENSG00000156171,68,1,1,266,1020
ENSG00000156172,68,1,1,207,1023
ENSG00000156194,68,1,1,753,4629
ENSG00000156206,67,1,1,301,1638
ENSG00000156218,67,1,1,1691,8415
ENSG00000156219,71,1,1,389,3294
ENSG00000156222,65,1,1,649,2580
ENSG00000156232,69,1,1,809,5469
ENSG00000156234,63,1,1,109,552
ENSG00000156239,66,1,1,214,1380
ENSG00000156253,68,1,1,319,1596
ENSG00000156256,65,1,1,823,3342
ENSG00000156261,64,1,1,548,2655
ENSG00000156265,64,1,1,242,2037
ENSG00000156273,71,1,1,736,2970
ENSG00000156282,59,1,1,224,723
ENSG00000156284,57,1,1,225,918
ENSG00000156299,71,1,1,1591,5487
ENSG00000156304,72,1,1,1147,5925
ENSG00000156313,60,1,1,1152,10473
ENSG00000156345,66,1,1,346,4089
ENSG00000156374,64,1,1,350,1623
ENSG00000156381,43,1,1,317,1869
ENSG00000156384,65,1,1,245,2550
ENSG00000156395,71,1,1,1222,5091
ENSG00000156398,69,1,1,322,2298
ENSG00000156411,49,1,1,75,621
ENSG00000156414,72,1,1,1382,6543
ENSG00000156427,66,1,1,207,1518
ENSG00000156453,70,1,1,1237,6834
ENSG00000156463,72,1,1,729,2604
ENSG00000156466,64,1,1,455,3564
ENSG00000156467,54,1,1,140,681
ENSG00000156469,68,1,1,417,1470
ENSG00000156471,69,1,1,473,1902
ENSG00000156475,71,1,1,509,3192
ENSG00000156482,41,1,1,115,462
ENSG00000156486,67,1,1,477,1665
ENSG00000156500,48,1,1,195,2187
ENSG00000156502,68,1,1,786,3405
ENSG00000156504,67,1,1,266,1395
ENSG00000156509,65,1,1,708,6126
ENSG00000156510,70,1,1,917,3954
ENSG00000156515,69,1,1,921,6552
ENSG00000156521,66,1,1,566,3000
ENSG00000156531,66,1,1,365,1524
ENSG00000156535,71,1,1,1445,6918
ENSG00000156564,69,1,1,789,3030
ENSG00000156574,71,1,1,347,1575
ENSG00000156575,53,1,1,225,729
ENSG00000156587,66,1,1,153,768
ENSG00000156599,70,1,1,715,2964
ENSG00000156603,68,1,1,261,1029
ENSG00000156639,69,1,1,227,1038
ENSG00000156642,72,1,1,398,1692
ENSG00000156650,62,1,1,2073,7680
ENSG00000156671,72,1,1,415,2580
ENSG00000156675,65,1,1,1283,7644
ENSG00000156687,72,1,1,953,4701
ENSG00000156709,68,1,1,613,2388
ENSG00000156711,68,1,1,365,3711
ENSG00000156735,68,1,1,457,1899
ENSG00000156738,71,1,1,297,1218
ENSG00000156787,70,1,1,1066,5763
ENSG00000156795,65,1,1,205,1470
ENSG00000156802,72,1,1,1390,6507
ENSG00000156804,71,1,1,355,2079
ENSG00000156831,59,1,1,247,864
ENSG00000156853,63,1,1,500,2535
ENSG00000156858,66,1,1,585,2886
ENSG00000156860,68,1,1,980,5067
ENSG00000156869,69,1,1,626,3219
ENSG00000156873,65,1,1,406,2160
ENSG00000156875,31,1,1,490,1773
ENSG00000156876,70,1,1,657,3393
ENSG00000156885,61,1,1,97,333
ENSG00000156886,48,1,1,1161,5445
ENSG00000156920,56,1,1,3080,10554
ENSG00000156925,62,1,1,467,1770
ENSG00000156928,68,1,1,234,906
ENSG00000156931,69,1,1,1428,6111
ENSG00000156958,69,1,1,458,2160
ENSG00000156959,63,1,1,247,972
ENSG00000156966,59,1,1,401,1647
ENSG00000156970,68,1,1,1050,5574
ENSG00000156973,68,1,1,150,852
ENSG00000156976,60,1,1,407,1497
ENSG00000156983,72,1,1,1220,4053
ENSG00000156990,69,1,1,351,2598
ENSG00000157005,69,1,1,116,354
ENSG00000157017,64,1,1,117,795
ENSG00000157020,62,1,1,368,1329
ENSG00000157036,69,1,1,368,1845
ENSG00000157045,57,1,1,310,2169
ENSG00000157060,70,1,1,653,4656
ENSG00000157064,71,1,1,307,1455
ENSG00000157077,70,1,1,1425,5418
ENSG00000157087,70,1,1,1243,6090
ENSG00000157093,63,1,1,146,747
ENSG00000157103,68,1,1,599,2337
ENSG00000157106,69,1,1,3661,12762
ENSG00000157107,71,1,1,810,3615
ENSG00000157110,70,1,1,219,1737
ENSG00000157111,68,1,1,324,1440
ENSG00000157119,67,1,1,621,2817
ENSG00000157131,70,1,1,584,2142
ENSG00000157150,66,1,1,224,756
ENSG00000157152,68,1,1,582,4887
ENSG00000157168,67,1,1,645,5016
ENSG00000157181,67,1,1,454,1482
ENSG00000157184,70,1,1,658,2649
ENSG00000157191,68,1,1,273,1794
ENSG00000157193,68,1,1,963,6771
ENSG00000157211,66,1,1,449,4203
ENSG00000157212,68,1,1,1069,12153
ENSG00000157214,71,1,1,490,1857
ENSG00000157216,67,1,1,388,2355
ENSG00000157219,65,1,1,357,1383
ENSG00000157224,62,1,1,244,732
ENSG00000157227,69,1,1,582,2334
ENSG00000157240,45,1,1,647,2283
ENSG00000157259,64,1,1,269,1764
ENSG00000157303,70,1,1,255,2610
ENSG00000157330,67,1,1,194,1119
ENSG00000157343,68,1,1,367,2058
ENSG00000157349,52,1,1,479,2472
ENSG00000157350,71,1,1,350,1881
ENSG00000157353,69,1,1,1084,5865
ENSG00000157368,68,1,1,242,1326
ENSG00000157379,69,1,1,313,1161
ENSG00000157388,70,1,1,2181,9900
ENSG00000157404,69,1,1,976,4254
ENSG00000157423,64,1,1,5121,19911
ENSG00000157426,69,1,1,1098,4701
ENSG00000157445,71,1,1,1091,4692
ENSG00000157450,72,1,1,1003,3570
ENSG00000157456,61,1,1,398,1521
ENSG00000157470,71,1,1,368,1374
ENSG00000157483,70,1,1,1108,4224
ENSG00000157500,72,1,1,709,3213
ENSG00000157502,44,1,1,696,2310
ENSG00000157510,71,1,1,768,3966
ENSG00000157514,69,1,1,200,1833
ENSG00000157538,61,1,1,297,1428
ENSG00000157540,69,1,1,763,2457
ENSG00000157542,72,1,1,423,1926
ENSG00000157551,67,1,1,375,1776
ENSG00000157554,66,1,1,486,1896
ENSG00000157557,70,1,1,469,1692
ENSG00000157570,68,1,1,248,1611
ENSG00000157578,64,1,1,670,4683
ENSG00000157593,66,1,1,432,2703
ENSG00000157600,69,1,1,297,1398
ENSG00000157613,70,1,1,519,2484
ENSG00000157617,66,1,1,696,4032
ENSG00000157625,69,1,1,712,2451
ENSG00000157637,67,1,1,1119,8454
ENSG00000157653,60,1,1,461,3468
ENSG00000157657,68,1,1,954,4755
ENSG00000157680,71,1,1,1065,5757
ENSG00000157693,71,1,1,343,1485
ENSG00000157703,68,1,1,492,3075
ENSG00000157734,66,1,1,193,1266
ENSG00000157741,68,1,1,1347,5883
ENSG00000157764,67,1,1,766,4002
ENSG00000157765,65,1,1,690,2988
ENSG00000157766,70,1,1,2530,17427
ENSG00000157778,64,1,1,122,537
ENSG00000157782,63,1,1,370,3789
ENSG00000157796,71,1,1,1342,4662
ENSG00000157800,69,1,1,494,1941
ENSG00000157823,44,1,1,193,729
ENSG00000157827,69,1,1,1092,5412
ENSG00000157833,68,1,1,874,5667
ENSG00000157837,71,1,1,384,2172
ENSG00000157851,66,1,1,564,2895
ENSG00000157856,67,1,1,740,4491
ENSG00000157869,64,1,1,221,1302
ENSG00000157870,59,1,1,246,3126
ENSG00000157873,50,1,1,283,3249
ENSG00000157881,65,1,1,781,4299
ENSG00000157884,69,1,1,185,1197
ENSG00000157890,66,1,1,1044,5268
ENSG00000157895,62,1,1,293,1713
ENSG00000157911,68,1,1,346,3057
ENSG00000157916,69,1,1,196,2592
ENSG00000157927,68,1,1,1075,7596
ENSG00000157933,61,1,1,728,4173
ENSG00000157954,71,1,1,454,2613
ENSG00000157978,67,1,1,308,1563
ENSG00000157992,68,1,1,240,927
ENSG00000157999,63,1,1,418,1560
ENSG00000158006,72,1,1,392,2634
ENSG00000158008,68,1,1,676,3288
ENSG00000158014,70,1,1,372,1971
ENSG00000158019,71,1,1,415,2403
ENSG00000158022,70,1,1,353,2628
ENSG00000158023,63,1,1,1149,11100
ENSG00000158042,62,1,1,175,900
ENSG00000158050,61,1,1,314,1572
ENSG00000158055,70,1,1,626,4833
ENSG00000158062,68,1,1,520,3846
ENSG00000158077,60,1,1,1093,4326
ENSG00000158079,71,1,1,808,3645
ENSG00000158089,67,1,1,557,3636
ENSG00000158092,68,1,1,377,1410
ENSG00000158104,68,1,1,393,2283
ENSG00000158106,65,1,1,670,5652
ENSG00000158109,64,1,1,272,1359
ENSG00000158113,63,1,1,656,6456
ENSG00000158122,54,1,1,226,1071
ENSG00000158125,69,1,1,1333,6120
ENSG00000158156,65,1,1,395,1821
ENSG00000158158,67,1,1,775,3351
ENSG00000158161,71,1,1,573,2715
ENSG00000158163,65,1,1,767,4749
ENSG00000158169,68,1,1,558,2784
ENSG00000158186,68,1,1,208,789
ENSG00000158195,66,1,1,498,1923
ENSG00000158201,70,1,1,409,2910
ENSG00000158220,68,1,1,886,3789
ENSG00000158246,66,1,1,425,2121
ENSG00000158258,70,1,1,955,4905
ENSG00000158270,71,1,1,742,3282
ENSG00000158286,63,1,1,634,3264
ENSG00000158290,64,1,1,913,5742
ENSG00000158292,66,1,1,609,5622
ENSG00000158296,70,1,1,602,2568
ENSG00000158301,55,1,1,838,2751
ENSG00000158315,71,1,1,303,2046
ENSG00000158321,69,1,1,1259,5802
ENSG00000158352,71,1,1,1493,7620
ENSG00000158373,37,1,1,126,417
ENSG00000158402,62,1,1,473,2964
ENSG00000158411,69,1,1,249,1164
ENSG00000158417,66,1,1,1220,4941
ENSG00000158423,67,1,1,379,1383
ENSG00000158428,62,1,1,387,2844
ENSG00000158435,72,1,1,510,2655
ENSG00000158445,66,1,1,858,2853
ENSG00000158457,69,1,1,283,1281
ENSG00000158458,66,1,1,850,6114
ENSG00000158467,68,1,1,611,2718
ENSG00000158470,70,1,1,388,3306
ENSG00000158480,65,1,1,520,1746
ENSG00000158486,49,1,1,4116,16989
ENSG00000158516,61,1,1,419,1692
ENSG00000158517,63,1,1,390,3675
ENSG00000158525,70,1,1,436,3309
ENSG00000158526,54,1,1,191,1191
ENSG00000158528,65,1,1,1374,5589
ENSG00000158545,67,1,1,977,4674
ENSG00000158552,67,1,1,257,1278
ENSG00000158553,32,1,1,1035,4218
ENSG00000158555,62,1,1,605,2250
ENSG00000158560,68,1,1,645,3189
ENSG00000158571,69,1,1,471,2022
ENSG00000158578,71,1,1,587,2724
ENSG00000158604,64,1,1,227,1110
ENSG00000158615,66,1,1,713,3570
ENSG00000158623,64,1,1,871,4161
ENSG00000158636,70,1,1,1337,5007
ENSG00000158669,68,1,1,456,1833
ENSG00000158683,49,1,1,2849,24390
ENSG00000158691,46,1,1,604,2982
ENSG00000158710,57,1,1,220,1143
ENSG00000158711,71,1,1,431,2631
ENSG00000158714,67,1,1,285,1521
ENSG00000158715,69,1,1,553,2103
ENSG00000158716,63,1,1,150,900
ENSG00000158717,63,1,1,237,2415
ENSG00000158747,65,1,1,216,1659
ENSG00000158748,66,1,1,440,2457
ENSG00000158769,71,1,1,299,2037
ENSG00000158773,61,1,1,310,4623
ENSG00000158786,68,1,1,211,927
ENSG00000158792,61,1,1,424,1794
ENSG00000158793,69,1,1,327,2580
ENSG00000158796,61,1,1,348,1239
ENSG00000158805,71,1,1,614,2646
ENSG00000158806,59,1,1,214,1083
ENSG00000158813,69,1,1,391,1473
ENSG00000158815,66,1,1,216,2010
ENSG00000158816,70,1,1,1220,7830
ENSG00000158825,67,1,1,146,651
ENSG00000158828,70,1,1,581,3384
ENSG00000158850,64,1,1,393,1248
ENSG00000158856,70,1,1,405,4929
ENSG00000158859,70,1,1,837,3870
ENSG00000158863,70,1,1,743,3993
ENSG00000158864,65,1,1,463,2067
ENSG00000158865,67,1,1,675,2616
ENSG00000158869,64,1,1,86,702
ENSG00000158874,64,1,1,100,546
ENSG00000158882,70,1,1,308,1875
ENSG00000158887,64,1,1,248,1173
ENSG00000158901,61,1,1,241,2403
ENSG00000158941,70,1,1,923,4239
ENSG00000158955,66,1,1,357,2994
ENSG00000158966,72,1,1,1223,4665
ENSG00000158985,53,1,1,84,342
ENSG00000159023,68,1,1,864,4824
ENSG00000159055,66,1,1,233,1389
ENSG00000159063,71,1,1,526,2688
ENSG00000159069,62,1,1,566,2568
ENSG00000159082,69,1,1,1612,6225
ENSG00000159086,69,1,1,917,3693
ENSG00000159111,70,1,1,271,1452
ENSG00000159128,69,1,1,356,3696
ENSG00000159131,69,1,1,1010,4071
ENSG00000159140,67,1,1,2426,9300
ENSG00000159147,62,1,1,566,2505
ENSG00000159164,72,1,1,742,2358
ENSG00000159166,67,1,1,517,5616
ENSG00000159167,71,1,1,247,1269
ENSG00000159173,63,1,1,187,999
ENSG00000159176,68,1,1,193,1728
ENSG00000159184,69,1,1,284,1161
ENSG00000159189,62,1,1,245,1803
ENSG00000159197,58,1,1,123,369
ENSG00000159200,68,1,1,277,2556
ENSG00000159202,69,1,1,354,2622
ENSG00000159208,70,1,1,385,1911
ENSG00000159210,63,1,1,258,1254
ENSG00000159212,57,1,1,704,4935
ENSG00000159214,61,1,1,307,1530
ENSG00000159216,69,1,1,480,3015
ENSG00000159217,68,1,1,577,2043
ENSG00000159224,67,1,1,153,942
ENSG00000159231,59,1,1,277,1305
ENSG00000159248,67,1,1,321,1239
ENSG00000159251,58,1,1,377,1143
ENSG00000159256,70,1,1,939,3786
ENSG00000159259,71,1,1,559,2760
ENSG00000159261,59,1,1,239,825
ENSG00000159263,67,1,1,667,5949
ENSG00000159267,70,1,1,726,4020
ENSG00000159307,65,1,1,988,6744
ENSG00000159314,63,1,1,889,4851
ENSG00000159322,70,1,1,496,1923
ENSG00000159337,61,1,1,818,4224
ENSG00000159339,66,1,1,663,3603
ENSG00000159346,54,1,1,375,1545
ENSG00000159348,71,1,1,305,1218
ENSG00000159352,64,1,1,380,1944
ENSG00000159363,70,1,1,1180,7542
ENSG00000159374,69,1,1,530,2100
ENSG00000159377,67,1,1,264,882
ENSG00000159387,69,1,1,446,2511
ENSG00000159388,65,1,1,158,807
ENSG00000159398,49,1,1,604,2709
ENSG00000159399,71,1,1,917,5253
ENSG00000159409,67,1,1,465,3987
ENSG00000159423,68,1,1,563,7179
ENSG00000159433,55,1,1,4700,18816
ENSG00000159445,59,1,1,240,1830
ENSG00000159450,39,1,1,1943,26220
ENSG00000159459,70,1,1,1749,7230
ENSG00000159461,72,1,1,643,3951
ENSG00000159479,65,1,1,301,2346
ENSG00000159495,68,1,1,710,2766
ENSG00000159527,55,1,1,341,1359
ENSG00000159556,60,1,1,359,1950
ENSG00000159579,72,1,1,576,1956
ENSG00000159588,68,1,1,622,3954
ENSG00000159592,61,1,1,474,2151
ENSG00000159593,68,1,1,537,2526
ENSG00000159596,65,1,1,247,1164
ENSG00000159618,67,1,1,528,4995
ENSG00000159625,69,1,1,874,3075
ENSG00000159648,67,1,1,298,2106
ENSG00000159650,65,1,1,736,6024
ENSG00000159658,63,1,1,495,2691
ENSG00000159674,65,1,1,331,2232
ENSG00000159685,51,1,1,235,2130
ENSG00000159692,64,1,1,440,3141
ENSG00000159708,69,1,1,754,3279
ENSG00000159713,62,1,1,176,612
ENSG00000159714,68,1,1,485,4323
ENSG00000159720,63,1,1,351,1710
ENSG00000159723,68,1,1,132,825
ENSG00000159733,63,1,1,887,6306
ENSG00000159753,66,1,1,1435,9378
ENSG00000159761,61,1,1,317,1566
ENSG00000159763,53,1,1,146,525
ENSG00000159784,67,1,1,360,2796
ENSG00000159788,65,1,1,1447,7950
ENSG00000159792,67,1,1,424,1866
ENSG00000159840,58,1,1,572,3219
ENSG00000159842,71,1,1,859,7860
ENSG00000159871,60,1,1,251,1461
ENSG00000159873,66,1,1,279,1368
ENSG00000159884,65,1,1,283,2202
ENSG00000159899,72,1,1,1047,3594
ENSG00000159921,71,1,1,753,3933
ENSG00000159958,60,1,1,184,1680
ENSG00000160007,71,1,1,1499,5973
ENSG00000160013,59,1,1,386,1737
ENSG00000160014,58,1,1,149,630
ENSG00000160049,66,1,1,331,1800
ENSG00000160050,67,1,1,241,1464
ENSG00000160051,61,1,1,546,2529
ENSG00000160055,66,1,1,140,3045
ENSG00000160058,70,1,1,474,3648
ENSG00000160062,65,1,1,441,1893
ENSG00000160075,59,1,1,194,1242
ENSG00000160087,68,1,1,275,1407
ENSG00000160094,71,1,1,420,3408
ENSG00000160097,65,1,1,212,3372
ENSG00000160117,61,1,1,669,4854
ENSG00000160124,60,1,1,144,732
ENSG00000160131,61,1,1,101,1551
ENSG00000160145,65,1,1,1663,12429
ENSG00000160161,61,1,1,1156,5502
ENSG00000160179,68,1,1,678,6963
ENSG00000160180,58,1,1,94,1002
ENSG00000160181,61,1,1,129,672
ENSG00000160182,57,1,1,84,762
ENSG00000160183,66,1,1,454,3276
ENSG00000160185,70,1,1,661,3903
ENSG00000160188,67,1,1,309,1908
ENSG00000160190,68,1,1,533,2637
ENSG00000160191,69,1,1,593,6216
ENSG00000160193,67,1,1,412,2745
ENSG00000160194,65,1,1,473,3735
ENSG00000160199,70,1,1,436,1980
ENSG00000160207,66,1,1,334,1632
ENSG00000160208,66,1,1,758,4989
ENSG00000160209,64,1,1,312,2085
ENSG00000160213,51,1,1,98,1089
ENSG00000160214,66,1,1,461,6216
ENSG00000160216,64,1,1,376,2244
ENSG00000160219,65,1,1,587,2754
ENSG00000160224,65,1,1,545,4146
ENSG00000160226,64,1,1,375,5115
ENSG00000160233,55,1,1,257,864
ENSG00000160256,58,1,1,230,1755
ENSG00000160282,65,1,1,572,4860
ENSG00000160284,61,1,1,340,1806
ENSG00000160285,68,1,1,732,3495
ENSG00000160293,62,1,1,878,5220
ENSG00000160294,67,1,1,1980,8346
ENSG00000160298,59,1,1,322,3825
ENSG00000160299,63,1,1,3336,28311
ENSG00000160305,67,1,1,1571,7341
ENSG00000160307,39,1,1,92,354
ENSG00000160310,64,1,1,433,3582
ENSG00000160323,72,1,1,1427,10269
ENSG00000160325,67,1,1,233,1920
ENSG00000160326,66,1,1,507,2442
ENSG00000160345,59,1,1,136,792
ENSG00000160349,38,1,1,176,1557
ENSG00000160360,62,1,1,675,4491
ENSG00000160392,68,1,1,422,3117
ENSG00000160396,68,1,1,616,2115
ENSG00000160401,66,1,1,520,2832
ENSG00000160404,70,1,1,321,1323
ENSG00000160410,67,1,1,707,3348
ENSG00000160439,70,1,1,331,1965
ENSG00000160445,70,1,1,766,3588
ENSG00000160446,67,1,1,267,1779
ENSG00000160447,69,1,1,889,6717
ENSG00000160460,64,1,1,2564,15318
ENSG00000160469,66,1,1,778,5679
ENSG00000160471,50,1,1,88,738
ENSG00000160472,62,1,1,177,1017
ENSG00000160539,68,1,1,271,1248
ENSG00000160551,71,1,1,1001,4203
ENSG00000160563,67,1,1,311,1506
ENSG00000160570,67,1,1,326,2154
ENSG00000160584,70,1,1,1321,6648
ENSG00000160588,71,1,1,235,1008
ENSG00000160593,67,1,1,394,2544
ENSG00000160602,68,1,1,692,3546
ENSG00000160606,68,1,1,247,1002
ENSG00000160613,68,1,1,785,3186
ENSG00000160633,62,1,1,917,4626
ENSG00000160654,69,1,1,182,1032
ENSG00000160678,65,1,1,94,873
ENSG00000160679,56,1,1,249,909
ENSG00000160683,63,1,1,372,1269
ENSG00000160685,61,1,1,573,2376
ENSG00000160688,72,1,1,587,2790
ENSG00000160691,63,1,1,584,2253
ENSG00000160695,72,1,1,941,3249
ENSG00000160703,70,1,1,975,3486
ENSG00000160710,70,1,1,1226,6558
ENSG00000160712,64,1,1,468,4428
ENSG00000160714,69,1,1,422,2793
ENSG00000160716,62,1,1,502,4092
ENSG00000160741,66,1,1,693,3501
ENSG00000160746,71,1,1,660,2754
ENSG00000160752,47,1,1,419,1389
ENSG00000160753,62,1,1,902,5205
ENSG00000160767,66,1,1,668,3075
ENSG00000160781,67,1,1,351,3747
ENSG00000160783,56,1,1,207,1794
ENSG00000160785,66,1,1,322,1950
ENSG00000160789,71,1,1,664,3963
ENSG00000160791,42,1,1,352,1281
ENSG00000160796,67,1,1,2754,12204
ENSG00000160799,65,1,1,179,1263
ENSG00000160801,67,1,1,593,7461
ENSG00000160803,61,1,1,601,2463
ENSG00000160808,68,1,1,195,2454
ENSG00000160813,59,1,1,253,1818
ENSG00000160818,62,1,1,375,3354
ENSG00000160838,66,1,1,559,2622
ENSG00000160862,60,1,1,298,1950
ENSG00000160867,67,1,1,802,7947
ENSG00000160877,64,1,1,527,2712
ENSG00000160883,67,1,1,923,3984
ENSG00000160886,37,1,1,165,1884
ENSG00000160888,48,1,1,223,924
ENSG00000160908,61,1,1,561,3738
ENSG00000160917,68,1,1,269,1407
ENSG00000160932,44,1,1,131,1074
ENSG00000160948,62,1,1,233,2652
ENSG00000160949,60,1,1,1378,6768
ENSG00000160951,58,1,1,402,2070
ENSG00000160953,62,1,1,711,4968
ENSG00000160957,64,1,1,1208,6666
ENSG00000160959,61,1,1,493,2082
ENSG00000160963,64,1,1,441,3426
ENSG00000160972,65,1,1,528,4428
ENSG00000160973,63,1,1,365,3030
ENSG00000160991,67,1,1,254,1431
ENSG00000160993,66,1,1,302,2058
ENSG00000160994,64,1,1,499,1848
ENSG00000160999,65,1,1,675,6192
ENSG00000161010,58,1,1,343,2562
ENSG00000161011,66,1,1,440,3276
ENSG00000161013,63,1,1,563,3444
ENSG00000161016,64,1,1,257,1107
ENSG00000161021,70,1,1,1016,3762
ENSG00000161031,67,1,1,576,4092
ENSG00000161036,67,1,1,647,4809
ENSG00000161040,70,1,1,735,4914
ENSG00000161048,70,1,1,393,2208
ENSG00000161055,57,1,1,104,1260
ENSG00000161057,68,1,1,433,2649
ENSG00000161082,66,1,1,485,5817
ENSG00000161091,65,1,1,480,3561
ENSG00000161179,62,1,1,323,1467
ENSG00000161180,59,1,1,613,7311
ENSG00000161202,67,1,1,716,3225
ENSG00000161203,65,1,1,460,1716
ENSG00000161204,69,1,1,709,2895
ENSG00000161217,72,1,1,367,2460
ENSG00000161243,49,1,1,283,1401
ENSG00000161249,64,1,1,476,5055
ENSG00000161267,68,1,1,343,1587
ENSG00000161270,67,1,1,1241,6501
ENSG00000161281,62,1,1,79,399
ENSG00000161298,62,1,1,550,2919
ENSG00000161328,63,1,1,542,3846
ENSG00000161381,71,1,1,500,2358
ENSG00000161395,70,1,1,320,2298
ENSG00000161405,71,1,1,509,1824
ENSG00000161509,63,1,1,1233,6582
ENSG00000161513,67,1,1,534,2583
ENSG00000161526,68,1,1,308,1917
ENSG00000161533,71,1,1,660,3351
ENSG00000161542,67,1,1,385,2166
ENSG00000161544,69,1,1,190,1806
ENSG00000161547,52,1,1,221,702
ENSG00000161558,69,1,1,459,2634
ENSG00000161594,70,1,1,608,2718
ENSG00000161609,66,1,1,562,4644
ENSG00000161610,60,1,1,131,423
ENSG00000161618,70,1,1,802,5670
ENSG00000161638,69,1,1,1049,4875
ENSG00000161642,63,1,1,386,2271
ENSG00000161647,71,1,1,610,3723
ENSG00000161649,61,1,1,332,2619
ENSG00000161652,59,1,1,221,2052
ENSG00000161653,64,1,1,534,2193
ENSG00000161654,61,1,1,195,1185
ENSG00000161664,66,1,1,453,2178
ENSG00000161671,62,1,1,262,3600
ENSG00000161677,58,1,1,188,990
ENSG00000161681,58,1,1,2161,14913
ENSG00000161682,59,1,1,826,4101
ENSG00000161714,65,1,1,789,4830
ENSG00000161791,70,1,1,1027,4950
ENSG00000161798,62,1,1,265,1179
ENSG00000161800,71,1,1,632,2796
ENSG00000161813,63,1,1,730,4236
ENSG00000161835,64,1,1,395,3204
ENSG00000161849,64,1,1,600,2415
ENSG00000161850,69,1,1,513,1851
ENSG00000161860,66,1,1,218,2658
ENSG00000161888,61,1,1,197,1917
