Parsing alignment lchiroptera_subt2_mt12cp ... ... 
Length alignment: 7240
Number of taxa: 634
Taxon: ametrida_centurio | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: pteronotus_quadridens | Num gaps: 5890 | Missing taxon?: N | % Missing data: 81.353591160221
Taxon: pteronotus_rubiginosus | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: pygoderma_bilabiatum | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: rhinophylla_alethina | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: rhinophylla_fischerae | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: rhinophylla_pumilio | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304
Taxon: rhogeessa_aeneus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: rhogeessa_alleni | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: rhogeessa_genowaysi | Num gaps: 6496 | Missing taxon?: N | % Missing data: 89.7237569060773
Taxon: rhogeessa_gracilis | Num gaps: 6488 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: rhogeessa_io | Num gaps: 6490 | Missing taxon?: N | % Missing data: 89.6408839779006
Taxon: rhogeessa_mira | Num gaps: 6500 | Missing taxon?: N | % Missing data: 89.7790055248619
Taxon: rhogeessa_parvula | Num gaps: 6488 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: rhogeessa_tumida | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: rhogeessa_velilla | Num gaps: 6484 | Missing taxon?: N | % Missing data: 89.5580110497238
Taxon: rhynchonycteris_naso | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: saccolaimus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: saccopteryx_bilineata | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: saccopteryx_canescens | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: saccopteryx_gymnura | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: saccopteryx_leptura | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sauromys_petrophilus | Num gaps: 6648 | Missing taxon?: N | % Missing data: 91.8232044198895
Taxon: scotoecus_hirundo | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotomanes_ornatus | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: scotophilus_borbonicus | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: scotophilus_dinganii | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotophilus_heathii | Num gaps: 5952 | Missing taxon?: N | % Missing data: 82.2099447513812
Taxon: scotophilus_kuhlii | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: scotophilus_leucogaster | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotophilus_marovaza | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotophilus_nigrita | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotophilus_nux | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotophilus_robustus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotophilus_tandrefana | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotophilus_viridis | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotophilus_viridis_nigritellus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: scotorepens_sp_jmw_2004 | Num gaps: 6552 | Missing taxon?: N | % Missing data: 90.4972375690608
Taxon: sphaeronycteris_toxophyllum | Num gaps: 6680 | Missing taxon?: N | % Missing data: 92.2651933701657
Taxon: stenoderma_rufum | Num gaps: 5564 | Missing taxon?: N | % Missing data: 76.8508287292818
Taxon: sturnira_aratathomasi | Num gaps: 6546 | Missing taxon?: N | % Missing data: 90.414364640884
Taxon: sturnira_bidens | Num gaps: 6546 | Missing taxon?: N | % Missing data: 90.414364640884
Taxon: sturnira_bogotensis | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_erythromos | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_hondurensis | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_lilium | Num gaps: 4870 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: sturnira_paulsoni | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_ludovici | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_luisi | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_magna | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_mordax | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_oporaphilum | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_parvidens | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: sturnira_tildae | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: submyotodon_latirostris | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: tadarida_aegyptiaca | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: tadarida_australis | Num gaps: 6734 | Missing taxon?: N | % Missing data: 93.0110497237569
Taxon: tadarida_brasiliensis | Num gaps: 5196 | Missing taxon?: N | % Missing data: 71.767955801105
Taxon: tadarida_fulminans | Num gaps: 6668 | Missing taxon?: N | % Missing data: 92.0994475138122
Taxon: tadarida_insignis | Num gaps: 6604 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: tadarida_teniotis | Num gaps: 6604 | Missing taxon?: N | % Missing data: 91.2154696132597
Taxon: taphozous_australis | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_georgianus | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_hilli | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_longimanus | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: taphozous_mauritianus | Num gaps: 6670 | Missing taxon?: N | % Missing data: 92.1270718232044
Taxon: taphozous_melanopogon | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: taphozous_nudiventris | Num gaps: 6488 | Missing taxon?: N | % Missing data: 89.6132596685083
Taxon: thyroptera_discifera | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: thyroptera_lavali | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: thyroptera_tricolor | Num gaps: 5796 | Missing taxon?: N | % Missing data: 80.0552486187845
Taxon: tonatia_bidens | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: tonatia_saurophila | Num gaps: 46 | Missing taxon?: N | % Missing data: 0.635359116022099
Taxon: trachops_cirrhosus | Num gaps: 5880 | Missing taxon?: N | % Missing data: 81.2154696132597
Taxon: tylonycteris_pachypus | Num gaps: 5812 | Missing taxon?: N | % Missing data: 80.2762430939227
Taxon: tylonycteris_robustula | Num gaps: 7240 | Missing taxon?: Y | % Missing data: 100
Taxon: uroderma_bilobatum | Num gaps: 4962 | Missing taxon?: N | % Missing data: 68.5359116022099
Taxon: uroderma_magnirostrum | Num gaps: 5788 | Missing taxon?: N | % Missing data: 79.9447513812155
Taxon: vampyriscus_bidens | Num gaps: 4870 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: vampyriscus_brocki | Num gaps: 5564 | Missing taxon?: N | % Missing data: 76.8508287292818
Taxon: vampyressa_melissa | Num gaps: 4870 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: vampyriscus_nymphaea | Num gaps: 5564 | Missing taxon?: N | % Missing data: 76.8508287292818
Taxon: vampyressa_pusilla | Num gaps: 5564 | Missing taxon?: N | % Missing data: 76.8508287292818
Taxon: vampyressa_thyone | Num gaps: 5564 | Missing taxon?: N | % Missing data: 76.8508287292818
Taxon: vampyrodes_caraccioli | Num gaps: 4870 | Missing taxon?: N | % Missing data: 67.2651933701657
Taxon: vampyrodes_major | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: vampyrum_spectrum | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: vespertilio_murinus | Num gaps: 5846 | Missing taxon?: N | % Missing data: 80.7458563535912
Taxon: vespertilio_sinensis | Num gaps: 38 | Missing taxon?: N | % Missing data: 0.524861878453039
Taxon: xeronycteris_vieirai | Num gaps: 6482 | Missing taxon?: N | % Missing data: 89.5303867403315
Taxon: ornithorhynchus_anatinus | Num gaps: 96 | Missing taxon?: N | % Missing data: 1.32596685082873
Taxon: zaglossus_bruijni | Num gaps: 96 | Missing taxon?: N | % Missing data: 1.32596685082873
Taxon: tachyglossus_aculeatus | Num gaps: 96 | Missing taxon?: N | % Missing data: 1.32596685082873
Taxon: pteropus_vampyrus | Num gaps: 40 | Missing taxon?: N | % Missing data: 0.552486187845304

Number of missing taxa = 68
Number of present taxa = 566
Total number of taxa = 634

Eq: num_gaps / ( num_taxa * len_aln ) --> (492320+3310120)/((68+566)*7240)
Avg missing data before removing missing taxa = 0.828389424333792 = 82.8389424333792%
Eq: num_gaps / ( num_taxa * len_aln ) --> 3310120/(566*7240)
Avg missing data after removing missing taxa = 0.807771899342092 = 80.7771899342092%

