Parsing alignment lchiroptera_subt2_nt12cp ... ... 
Length alignment: 234986
Number of taxa: 634
Taxon: ametrida_centurio | Num gaps: 233630 | Missing taxon?: N | % Missing data: 99.4229443456206
Taxon: rhogeessa_io | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: rhogeessa_mira | Num gaps: 233510 | Missing taxon?: N | % Missing data: 99.3718774735516
Taxon: rhogeessa_parvula | Num gaps: 233596 | Missing taxon?: N | % Missing data: 99.4084753985344
Taxon: rhogeessa_tumida | Num gaps: 229000 | Missing taxon?: N | % Missing data: 97.4526141982927
Taxon: rhogeessa_velilla | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: rhynchonycteris_naso | Num gaps: 233284 | Missing taxon?: N | % Missing data: 99.2757015311551
Taxon: saccolaimus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: saccopteryx_bilineata | Num gaps: 223220 | Missing taxon?: N | % Missing data: 94.9928931936371
Taxon: saccopteryx_canescens | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: saccopteryx_gymnura | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: saccopteryx_leptura | Num gaps: 234526 | Missing taxon?: N | % Missing data: 99.8042436570689
Taxon: sauromys_petrophilus | Num gaps: 233580 | Missing taxon?: N | % Missing data: 99.4016664822585
Taxon: scotoecus_hirundo | Num gaps: 232804 | Missing taxon?: N | % Missing data: 99.0714340428791
Taxon: scotomanes_ornatus | Num gaps: 233224 | Missing taxon?: N | % Missing data: 99.2501680951206
Taxon: scotophilus_borbonicus | Num gaps: 233582 | Missing taxon?: N | % Missing data: 99.402517596793
Taxon: scotophilus_dinganii | Num gaps: 233590 | Missing taxon?: N | % Missing data: 99.4059220549309
Taxon: scotophilus_heathii | Num gaps: 233344 | Missing taxon?: N | % Missing data: 99.3012349671895
Taxon: scotophilus_kuhlii | Num gaps: 228514 | Missing taxon?: N | % Missing data: 97.2457933664133
Taxon: scotophilus_leucogaster | Num gaps: 233596 | Missing taxon?: N | % Missing data: 99.4084753985344
Taxon: scotophilus_marovaza | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: scotophilus_nigrita | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: scotophilus_nux | Num gaps: 233582 | Missing taxon?: N | % Missing data: 99.402517596793
Taxon: scotophilus_robustus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: scotophilus_tandrefana | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: scotophilus_viridis | Num gaps: 233590 | Missing taxon?: N | % Missing data: 99.4059220549309
Taxon: scotophilus_viridis_nigritellus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: scotorepens_sp_jmw_2004 | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: sphaeronycteris_toxophyllum | Num gaps: 233298 | Missing taxon?: N | % Missing data: 99.2816593328964
Taxon: stenoderma_rufum | Num gaps: 234080 | Missing taxon?: N | % Missing data: 99.6144451158792
Taxon: sturnira_aratathomasi | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: sturnira_bidens | Num gaps: 234274 | Missing taxon?: N | % Missing data: 99.6970032257241
Taxon: sturnira_bogotensis | Num gaps: 233344 | Missing taxon?: N | % Missing data: 99.3012349671895
Taxon: sturnira_erythromos | Num gaps: 233790 | Missing taxon?: N | % Missing data: 99.4910335083792
Taxon: sturnira_hondurensis | Num gaps: 233788 | Missing taxon?: N | % Missing data: 99.4901823938447
Taxon: sturnira_lilium | Num gaps: 230904 | Missing taxon?: N | % Missing data: 98.2628752351204
Taxon: sturnira_paulsoni | Num gaps: 233788 | Missing taxon?: N | % Missing data: 99.4901823938447
Taxon: sturnira_ludovici | Num gaps: 233338 | Missing taxon?: N | % Missing data: 99.2986816235861
Taxon: sturnira_luisi | Num gaps: 233434 | Missing taxon?: N | % Missing data: 99.3395351212413
Taxon: sturnira_magna | Num gaps: 233788 | Missing taxon?: N | % Missing data: 99.4901823938447
Taxon: sturnira_mordax | Num gaps: 233790 | Missing taxon?: N | % Missing data: 99.4910335083792
Taxon: sturnira_oporaphilum | Num gaps: 232988 | Missing taxon?: N | % Missing data: 99.1497365800516
Taxon: sturnira_parvidens | Num gaps: 233790 | Missing taxon?: N | % Missing data: 99.4910335083792
Taxon: sturnira_tildae | Num gaps: 232396 | Missing taxon?: N | % Missing data: 98.8978066778446
Taxon: submyotodon_latirostris | Num gaps: 233580 | Missing taxon?: N | % Missing data: 99.4016664822585
Taxon: tadarida_aegyptiaca | Num gaps: 234294 | Missing taxon?: N | % Missing data: 99.7055143710689
Taxon: tadarida_australis | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: tadarida_brasiliensis | Num gaps: 216328 | Missing taxon?: N | % Missing data: 92.059952507809
Taxon: tadarida_fulminans | Num gaps: 234306 | Missing taxon?: N | % Missing data: 99.7106210582758
Taxon: tadarida_insignis | Num gaps: 233854 | Missing taxon?: N | % Missing data: 99.5182691734827
Taxon: tadarida_teniotis | Num gaps: 229882 | Missing taxon?: N | % Missing data: 97.8279557079996
Taxon: taphozous_australis | Num gaps: 234414 | Missing taxon?: N | % Missing data: 99.7565812431379
Taxon: taphozous_georgianus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_hilli | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_longimanus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_mauritianus | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: taphozous_melanopogon | Num gaps: 222216 | Missing taxon?: N | % Missing data: 94.5656336973266
Taxon: taphozous_nudiventris | Num gaps: 233198 | Missing taxon?: N | % Missing data: 99.2391036061723
Taxon: thyroptera_discifera | Num gaps: 233404 | Missing taxon?: N | % Missing data: 99.326768403224
Taxon: thyroptera_lavali | Num gaps: 233908 | Missing taxon?: N | % Missing data: 99.5412492659137
Taxon: thyroptera_tricolor | Num gaps: 224690 | Missing taxon?: N | % Missing data: 95.618462376482
Taxon: tonatia_bidens | Num gaps: 232532 | Missing taxon?: N | % Missing data: 98.9556824661895
Taxon: tonatia_saurophila | Num gaps: 232538 | Missing taxon?: N | % Missing data: 98.9582358097929
Taxon: trachops_cirrhosus | Num gaps: 229640 | Missing taxon?: N | % Missing data: 97.7249708493272
Taxon: tylonycteris_pachypus | Num gaps: 231498 | Missing taxon?: N | % Missing data: 98.5156562518618
Taxon: tylonycteris_robustula | Num gaps: 233002 | Missing taxon?: N | % Missing data: 99.155694381793
Taxon: uroderma_bilobatum | Num gaps: 230864 | Missing taxon?: N | % Missing data: 98.2458529444307
Taxon: uroderma_magnirostrum | Num gaps: 233696 | Missing taxon?: N | % Missing data: 99.4510311252585
Taxon: vampyriscus_bidens | Num gaps: 233030 | Missing taxon?: N | % Missing data: 99.1676099852757
Taxon: vampyriscus_brocki | Num gaps: 234218 | Missing taxon?: N | % Missing data: 99.6731720187586
Taxon: vampyressa_melissa | Num gaps: 234500 | Missing taxon?: N | % Missing data: 99.7931791681207
Taxon: vampyriscus_nymphaea | Num gaps: 233858 | Missing taxon?: N | % Missing data: 99.5199714025516
Taxon: vampyressa_pusilla | Num gaps: 233274 | Missing taxon?: N | % Missing data: 99.2714459584826
Taxon: vampyressa_thyone | Num gaps: 233858 | Missing taxon?: N | % Missing data: 99.5199714025516
Taxon: vampyrodes_caraccioli | Num gaps: 232084 | Missing taxon?: N | % Missing data: 98.7650328104653
Taxon: vampyrodes_major | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: vampyrum_spectrum | Num gaps: 232182 | Missing taxon?: N | % Missing data: 98.806737422655
Taxon: vespertilio_murinus | Num gaps: 233514 | Missing taxon?: N | % Missing data: 99.3735797026206
Taxon: vespertilio_sinensis | Num gaps: 234168 | Missing taxon?: N | % Missing data: 99.6518941553965
Taxon: xeronycteris_vieirai | Num gaps: 234986 | Missing taxon?: Y | % Missing data: 100
Taxon: ornithorhynchus_anatinus | Num gaps: 147470 | Missing taxon?: N | % Missing data: 62.756930200097
Taxon: zaglossus_bruijni | Num gaps: 234336 | Missing taxon?: N | % Missing data: 99.7233877762931
Taxon: tachyglossus_aculeatus | Num gaps: 227648 | Missing taxon?: N | % Missing data: 96.8772607729822
Taxon: pteropus_vampyrus | Num gaps: 83348 | Missing taxon?: N | % Missing data: 35.4693471100406

Number of missing taxa = 186
Number of present taxa = 448
Total number of taxa = 634

Eq: num_gaps / ( num_taxa * len_aln ) --> (43707396+104022358)/((186+448)*234986)
Avg missing data before removing missing taxa = 0.991600479534575 = 99.1600479534575%
Eq: num_gaps / ( num_taxa * len_aln ) --> 104022358/(448*234986)
Avg missing data after removing missing taxa = 0.988113178627055 = 98.8113178627055%

