Parsing alignment laurasiatheria_therest_nt3cp ... ... 
Length alignment: 177439
Number of taxa: 659
Taxon: acinonyx_jubatus | Num gaps: 176118 | Missing taxon?: N | % Missing data: 99.2555187980095
Taxon: sorex_shinto | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_tenellus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_thompsoni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_trowbridgii | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_tundrensis | Num gaps: 177184 | Missing taxon?: N | % Missing data: 99.8562886400397
Taxon: sorex_ugyunak | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_unguiculatus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_vagrans | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sorex_volnuchini | Num gaps: 177178 | Missing taxon?: N | % Missing data: 99.8529071962759
Taxon: sorex_yukonicus | Num gaps: 177214 | Missing taxon?: N | % Missing data: 99.8731958588585
Taxon: soriculus_nigrescens~ | Num gaps: 176962 | Missing taxon?: N | % Missing data: 99.7311752207801
Taxon: speothos_venaticus | Num gaps: 176090 | Missing taxon?: N | % Missing data: 99.2397387271119
Taxon: spilogale | Num gaps: 176215 | Missing taxon?: N | % Missing data: 99.3101854721904
Taxon: suncus_dayi | Num gaps: 177158 | Missing taxon?: N | % Missing data: 99.8416357170633
Taxon: suncus_etruscus | Num gaps: 176702 | Missing taxon?: N | % Missing data: 99.5846459910166
Taxon: suncus_fellowesgordoni | Num gaps: 176977 | Missing taxon?: N | % Missing data: 99.7396288301895
Taxon: suncus_hututsi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: suncus_infinitesimus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: suncus_lixus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: suncus_madagascariensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: suncus_malayanus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: suncus_megalura | Num gaps: 177164 | Missing taxon?: N | % Missing data: 99.8450171608271
Taxon: suncus_montanus~ | Num gaps: 176704 | Missing taxon?: N | % Missing data: 99.5857731389379
Taxon: suncus_murinus | Num gaps: 175852 | Missing taxon?: N | % Missing data: 99.1056081244822
Taxon: suncus_murinus_caerulescens | Num gaps: 176975 | Missing taxon?: N | % Missing data: 99.7385016822683
Taxon: suncus_murinus_kandianus | Num gaps: 176972 | Missing taxon?: N | % Missing data: 99.7368109603864
Taxon: suncus_remyi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: suncus_stoliczkanus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: suncus_varilla | Num gaps: 177165 | Missing taxon?: N | % Missing data: 99.8455807347877
Taxon: suricata_suricatta | Num gaps: 170901 | Missing taxon?: N | % Missing data: 96.3153534454094
Taxon: sylvisorex_granti | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sylvisorex_granti_mundus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sylvisorex_howelli | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: sylvisorex_johnstoni | Num gaps: 177228 | Missing taxon?: N | % Missing data: 99.8810858943073
Taxon: sylvisorex_lunaris | Num gaps: 177152 | Missing taxon?: N | % Missing data: 99.8382542732996
Taxon: sylvisorex_ollula | Num gaps: 177169 | Missing taxon?: N | % Missing data: 99.8478350306303
Taxon: sylvisorex_vulcanorum~ | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: talpa_altaica | Num gaps: 173344 | Missing taxon?: N | % Missing data: 97.6921646312254
Taxon: talpa_caeca | Num gaps: 176706 | Missing taxon?: N | % Missing data: 99.5869002868591
Taxon: talpa_caucasica | Num gaps: 176720 | Missing taxon?: N | % Missing data: 99.5947903223079
Taxon: talpa_davidiana | Num gaps: 176720 | Missing taxon?: N | % Missing data: 99.5947903223079
Taxon: talpa_europaea | Num gaps: 174402 | Missing taxon?: N | % Missing data: 98.2884258815706
Taxon: talpa_levantis | Num gaps: 176708 | Missing taxon?: N | % Missing data: 99.5880274347804
Taxon: talpa_occidentalis | Num gaps: 176741 | Missing taxon?: N | % Missing data: 99.6066253754812
Taxon: talpa_romana | Num gaps: 176703 | Missing taxon?: N | % Missing data: 99.5852095649773
Taxon: talpa_stankovici | Num gaps: 176705 | Missing taxon?: N | % Missing data: 99.5863367128985
Taxon: tapirus_bairdii | Num gaps: 176753 | Missing taxon?: N | % Missing data: 99.6133882630087
Taxon: tapirus_indicus | Num gaps: 170477 | Missing taxon?: N | % Missing data: 96.0763980861028
Taxon: tapirus_kabomani | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: tapirus_pinchaque | Num gaps: 175464 | Missing taxon?: N | % Missing data: 98.8869414277583
Taxon: tapirus_terrestris | Num gaps: 176755 | Missing taxon?: N | % Missing data: 99.61451541093
Taxon: taxidea_taxus | Num gaps: 175419 | Missing taxon?: N | % Missing data: 98.86158059953
Taxon: tremarctos_ornatus | Num gaps: 176394 | Missing taxon?: N | % Missing data: 99.411065211143
Taxon: urocyon_cinereoargenteus | Num gaps: 175982 | Missing taxon?: N | % Missing data: 99.178872739364
Taxon: urocyon_littoralis_catalinae | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: urocyon_littoralis_clementae | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: urocyon_littoralis_dickeyi | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: urocyon_littoralis_littoralis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: urocyon_littoralis_santacruzae | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: urocyon_littoralis_santarosae | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: uropsilus_aequodonenia | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: uropsilus_andersoni | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: uropsilus_atronates | Num gaps: 176443 | Missing taxon?: N | % Missing data: 99.4386803352138
Taxon: uropsilus_gracilis | Num gaps: 176796 | Missing taxon?: N | % Missing data: 99.6376219433157
Taxon: uropsilus_investigator | Num gaps: 176449 | Missing taxon?: N | % Missing data: 99.4420617789776
Taxon: uropsilus_nivatus | Num gaps: 176443 | Missing taxon?: N | % Missing data: 99.4386803352138
Taxon: uropsilus_soricipes | Num gaps: 176443 | Missing taxon?: N | % Missing data: 99.4386803352138
Taxon: uropsilus_sp_1_ft_2014 | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: uropsilus_sp_4_ft_2015 | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: urotrichus_talpoides | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: ursus_americanus | Num gaps: 175143 | Missing taxon?: N | % Missing data: 98.7060341863965
Taxon: ursus_arctos | Num gaps: 174768 | Missing taxon?: N | % Missing data: 98.4946939511607
Taxon: ursus_maritimus | Num gaps: 176033 | Missing taxon?: N | % Missing data: 99.207615011356
Taxon: ursus_thibetanus | Num gaps: 175169 | Missing taxon?: N | % Missing data: 98.7206871093728
Taxon: ursus_thibetanus_formosanus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: ursus_thibetanus_japonicus | Num gaps: 177272 | Missing taxon?: N | % Missing data: 99.905883148575
Taxon: ursus_thibetanus_mupinensis | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: ursus_thibetanus_ussuricus | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: viverra_megaspila | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: viverra_tangalunga | Num gaps: 177095 | Missing taxon?: N | % Missing data: 99.8061305575437
Taxon: viverra_zibetha | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: viverricula_indica | Num gaps: 176551 | Missing taxon?: N | % Missing data: 99.4995463229617
Taxon: vormela_peregusna | Num gaps: 175204 | Missing taxon?: N | % Missing data: 98.7404121979948
Taxon: vulpes_cana | Num gaps: 176370 | Missing taxon?: N | % Missing data: 99.3975394360879
Taxon: vulpes_chama | Num gaps: 176343 | Missing taxon?: N | % Missing data: 99.3823229391509
Taxon: vulpes_corsac | Num gaps: 176337 | Missing taxon?: N | % Missing data: 99.3789414953872
Taxon: vulpes_ferrilata | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: vulpes_lagopus | Num gaps: 173321 | Missing taxon?: N | % Missing data: 97.6792024301309
Taxon: vulpes_macrotis | Num gaps: 176334 | Missing taxon?: N | % Missing data: 99.3772507735053
Taxon: vulpes_rueppellii | Num gaps: 176366 | Missing taxon?: N | % Missing data: 99.3952851402454
Taxon: vulpes_velox | Num gaps: 176770 | Missing taxon?: N | % Missing data: 99.6229690203394
Taxon: vulpes_vulpes | Num gaps: 172954 | Missing taxon?: N | % Missing data: 97.4723707865802
Taxon: vulpes_vulpes_montana | Num gaps: 177439 | Missing taxon?: Y | % Missing data: 100
Taxon: vulpes_zerda | Num gaps: 176341 | Missing taxon?: N | % Missing data: 99.3811957912297
Taxon: zalophus_californianus | Num gaps: 175134 | Missing taxon?: N | % Missing data: 98.7009620207508
Taxon: ornithorhynchus_anatinus | Num gaps: 125443 | Missing taxon?: N | % Missing data: 70.6964083431489
Taxon: zaglossus_bruijni | Num gaps: 177045 | Missing taxon?: N | % Missing data: 99.7779518595123
Taxon: tachyglossus_aculeatus | Num gaps: 173424 | Missing taxon?: N | % Missing data: 97.7372505480757
Taxon: pteropus_vampyrus | Num gaps: 101620 | Missing taxon?: N | % Missing data: 57.2703858790908
Taxon: myotis_lucifugus | Num gaps: 100949 | Missing taxon?: N | % Missing data: 56.892227751509
Taxon: vicugna_pacos | Num gaps: 116285 | Missing taxon?: N | % Missing data: 65.5351980117111
Taxon: capra_hircus | Num gaps: 158168 | Missing taxon?: N | % Missing data: 89.1393662047239

Number of missing taxa = 206
Number of present taxa = 453
Total number of taxa = 659

Eq: num_gaps / ( num_taxa * len_aln ) --> (36552434+78972871)/((206+453)*177439)
Avg missing data before removing missing taxa = 0.987967430829912 = 98.7967430829912%
Eq: num_gaps / ( num_taxa * len_aln ) --> 78972871/(453*177439)
Avg missing data after removing missing taxa = 0.98249566648325 = 98.249566648325%

