Parsing alignment laurasiatheria_therest_mt12cp ... ... 
Length alignment: 7320
Number of taxa: 659
Taxon: acinonyx_jubatus | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: sorex_preblei | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_raddei | Num gaps: 6568 | Missing taxon?: N | % Missing data: 89.7267759562842
Taxon: sorex_roboratus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_rohweri | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_samniticus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_satunini | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_satunini_tembotovi | Num gaps: 6636 | Missing taxon?: N | % Missing data: 90.655737704918
Taxon: sorex_saussurei | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_shinto | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_tenellus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_thompsoni | Num gaps: 6648 | Missing taxon?: N | % Missing data: 90.8196721311475
Taxon: sorex_trowbridgii | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_tundrensis | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: sorex_ugyunak | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_unguiculatus | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: sorex_vagrans | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: sorex_volnuchini | Num gaps: 6568 | Missing taxon?: N | % Missing data: 89.7267759562842
Taxon: sorex_yukonicus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: soriculus_nigrescens~ | Num gaps: 5466 | Missing taxon?: N | % Missing data: 74.672131147541
Taxon: speothos_venaticus | Num gaps: 654 | Missing taxon?: N | % Missing data: 8.9344262295082
Taxon: spilogale | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: suncus_dayi | Num gaps: 6578 | Missing taxon?: N | % Missing data: 89.8633879781421
Taxon: suncus_etruscus | Num gaps: 5868 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: suncus_fellowesgordoni | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: suncus_hututsi | Num gaps: 6578 | Missing taxon?: N | % Missing data: 89.8633879781421
Taxon: suncus_infinitesimus | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: suncus_lixus | Num gaps: 6630 | Missing taxon?: N | % Missing data: 90.5737704918033
Taxon: suncus_madagascariensis | Num gaps: 5868 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: suncus_malayanus | Num gaps: 6646 | Missing taxon?: N | % Missing data: 90.792349726776
Taxon: suncus_megalura | Num gaps: 6626 | Missing taxon?: N | % Missing data: 90.5191256830601
Taxon: suncus_montanus~ | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: suncus_murinus | Num gaps: 120 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: suncus_murinus_caerulescens | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: suncus_murinus_kandianus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: suncus_remyi | Num gaps: 6574 | Missing taxon?: N | % Missing data: 89.8087431693989
Taxon: suncus_stoliczkanus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: suncus_varilla | Num gaps: 6570 | Missing taxon?: N | % Missing data: 89.7540983606557
Taxon: suricata_suricatta | Num gaps: 5868 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: sylvisorex_granti | Num gaps: 5884 | Missing taxon?: N | % Missing data: 80.3825136612022
Taxon: sylvisorex_granti_mundus | Num gaps: 6578 | Missing taxon?: N | % Missing data: 89.8633879781421
Taxon: sylvisorex_howelli | Num gaps: 6626 | Missing taxon?: N | % Missing data: 90.5191256830601
Taxon: sylvisorex_johnstoni | Num gaps: 5884 | Missing taxon?: N | % Missing data: 80.3825136612022
Taxon: sylvisorex_lunaris | Num gaps: 5884 | Missing taxon?: N | % Missing data: 80.3825136612022
Taxon: sylvisorex_ollula | Num gaps: 5880 | Missing taxon?: N | % Missing data: 80.327868852459
Taxon: sylvisorex_vulcanorum~ | Num gaps: 6578 | Missing taxon?: N | % Missing data: 89.8633879781421
Taxon: talpa_altaica | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: talpa_caeca | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: talpa_caucasica | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: talpa_davidiana | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: talpa_europaea | Num gaps: 120 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: talpa_levantis | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: talpa_occidentalis | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: talpa_romana | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: talpa_stankovici | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: tapirus_bairdii | Num gaps: 6124 | Missing taxon?: N | % Missing data: 83.6612021857923
Taxon: tapirus_indicus | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: tapirus_kabomani | Num gaps: 6252 | Missing taxon?: N | % Missing data: 85.4098360655738
Taxon: tapirus_pinchaque | Num gaps: 6132 | Missing taxon?: N | % Missing data: 83.7704918032787
Taxon: tapirus_terrestris | Num gaps: 646 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: taxidea_taxus | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: tremarctos_ornatus | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: urocyon_cinereoargenteus | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: urocyon_littoralis_catalinae | Num gaps: 646 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: urocyon_littoralis_clementae | Num gaps: 646 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: urocyon_littoralis_dickeyi | Num gaps: 646 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: urocyon_littoralis_littoralis | Num gaps: 646 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: urocyon_littoralis_santacruzae | Num gaps: 646 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: urocyon_littoralis_santarosae | Num gaps: 646 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: uropsilus_aequodonenia | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: uropsilus_andersoni | Num gaps: 6574 | Missing taxon?: N | % Missing data: 89.8087431693989
Taxon: uropsilus_atronates | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: uropsilus_gracilis | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: uropsilus_investigator | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: uropsilus_nivatus | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: uropsilus_soricipes | Num gaps: 120 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: uropsilus_sp_1_ft_2014 | Num gaps: 120 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: uropsilus_sp_4_ft_2015 | Num gaps: 122 | Missing taxon?: N | % Missing data: 1.66666666666667
Taxon: urotrichus_talpoides | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: ursus_americanus | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: ursus_arctos | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: ursus_maritimus | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: ursus_thibetanus | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: ursus_thibetanus_formosanus | Num gaps: 112 | Missing taxon?: N | % Missing data: 1.53005464480874
Taxon: ursus_thibetanus_japonicus | Num gaps: 646 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: ursus_thibetanus_mupinensis | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: ursus_thibetanus_ussuricus | Num gaps: 114 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: viverra_megaspila | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: viverra_tangalunga | Num gaps: 5868 | Missing taxon?: N | % Missing data: 80.1639344262295
Taxon: viverra_zibetha | Num gaps: 6564 | Missing taxon?: N | % Missing data: 89.672131147541
Taxon: viverricula_indica | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: vormela_peregusna | Num gaps: 6562 | Missing taxon?: N | % Missing data: 89.6448087431694
Taxon: vulpes_cana | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: vulpes_chama | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: vulpes_corsac | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: vulpes_ferrilata | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: vulpes_lagopus | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: vulpes_macrotis | Num gaps: 6108 | Missing taxon?: N | % Missing data: 83.4426229508197
Taxon: vulpes_rueppellii | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: vulpes_velox | Num gaps: 7320 | Missing taxon?: Y | % Missing data: 100
Taxon: vulpes_vulpes | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: vulpes_vulpes_montana | Num gaps: 646 | Missing taxon?: N | % Missing data: 8.82513661202186
Taxon: vulpes_zerda | Num gaps: 118 | Missing taxon?: N | % Missing data: 1.6120218579235
Taxon: zalophus_californianus | Num gaps: 114 | Missing taxon?: N | % Missing data: 1.55737704918033
Taxon: ornithorhynchus_anatinus | Num gaps: 154 | Missing taxon?: N | % Missing data: 2.10382513661202
Taxon: zaglossus_bruijni | Num gaps: 154 | Missing taxon?: N | % Missing data: 2.10382513661202
Taxon: tachyglossus_aculeatus | Num gaps: 154 | Missing taxon?: N | % Missing data: 2.10382513661202
Taxon: pteropus_vampyrus | Num gaps: 120 | Missing taxon?: N | % Missing data: 1.63934426229508
Taxon: myotis_lucifugus | Num gaps: 126 | Missing taxon?: N | % Missing data: 1.72131147540984
Taxon: vicugna_pacos | Num gaps: 116 | Missing taxon?: N | % Missing data: 1.58469945355191
Taxon: capra_hircus | Num gaps: 120 | Missing taxon?: N | % Missing data: 1.63934426229508

Number of missing taxa = 61
Number of present taxa = 598
Total number of taxa = 659

Eq: num_gaps / ( num_taxa * len_aln ) --> (446520+2416376)/((61+598)*7320)
Avg missing data before removing missing taxa = 0.593484083351991 = 59.3484083351991%
Eq: num_gaps / ( num_taxa * len_aln ) --> 2416376/(598*7320)
Avg missing data after removing missing taxa = 0.552016740683883 = 55.2016740683883%

