Parsing alignment rod_subt2_nt12cp ... ... 
Length alignment: 206736
Number of taxa: 691
Taxon: abeomelomys_sevia | Num gaps: 205224 | Missing taxon?: N | % Missing data: 99.268632458788
Taxon: psammomys_vexillaris | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: pseudohydromys_ellermani | Num gaps: 204156 | Missing taxon?: N | % Missing data: 98.7520315765034
Taxon: pseudomys | Num gaps: 202366 | Missing taxon?: N | % Missing data: 97.8861930191162
Taxon: pseudoryzomys_simplex | Num gaps: 203850 | Missing taxon?: N | % Missing data: 98.6040167169724
Taxon: punomys_kofordi | Num gaps: 203634 | Missing taxon?: N | % Missing data: 98.4995356396564
Taxon: rattus_andamanensis | Num gaps: 201820 | Missing taxon?: N | % Missing data: 97.6220880736785
Taxon: rattus_argentiventer | Num gaps: 204006 | Missing taxon?: N | % Missing data: 98.6794752728117
Taxon: rattus_baluensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_colletti | Num gaps: 205914 | Missing taxon?: N | % Missing data: 99.6023914557697
Taxon: rattus_everetti | Num gaps: 205380 | Missing taxon?: N | % Missing data: 99.3440910146274
Taxon: rattus_exulans | Num gaps: 198398 | Missing taxon?: N | % Missing data: 95.966836932126
Taxon: rattus_fuscipes | Num gaps: 204460 | Missing taxon?: N | % Missing data: 98.8990790186518
Taxon: rattus_giluwensis | Num gaps: 205924 | Missing taxon?: N | % Missing data: 99.6072285426824
Taxon: rattus_hoffmanni | Num gaps: 206198 | Missing taxon?: N | % Missing data: 99.7397647240926
Taxon: rattus_leucopus | Num gaps: 203306 | Missing taxon?: N | % Missing data: 98.3408791889173
Taxon: rattus_leucopus_cooktownensis | Num gaps: 205926 | Missing taxon?: N | % Missing data: 99.608195960065
Taxon: rattus_leucopus_dobodurae | Num gaps: 205914 | Missing taxon?: N | % Missing data: 99.6023914557697
Taxon: rattus_leucopus_ringens | Num gaps: 205938 | Missing taxon?: N | % Missing data: 99.6140004643603
Taxon: rattus_losea | Num gaps: 205884 | Missing taxon?: N | % Missing data: 99.5878801950313
Taxon: rattus_lutreolus | Num gaps: 205942 | Missing taxon?: N | % Missing data: 99.6159352991255
Taxon: rattus_morotaiensis | Num gaps: 206176 | Missing taxon?: N | % Missing data: 99.7291231328845
Taxon: rattus_niobe | Num gaps: 205928 | Missing taxon?: N | % Missing data: 99.6091633774476
Taxon: rattus_nitidus | Num gaps: 203960 | Missing taxon?: N | % Missing data: 98.6572246730129
Taxon: rattus_norvegicus | Num gaps: 29032 | Missing taxon?: N | % Missing data: 14.0430307251761
Taxon: rattus_novaeguineae | Num gaps: 204030 | Missing taxon?: N | % Missing data: 98.6910842814024
Taxon: rattus_praetor | Num gaps: 204702 | Missing taxon?: N | % Missing data: 99.016136521941
Taxon: rattus_pyctoris | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: rattus_rattus | Num gaps: 199402 | Missing taxon?: N | % Missing data: 96.4524804581689
Taxon: rattus_sakeratensis | Num gaps: 202412 | Missing taxon?: N | % Missing data: 97.9084436189149
Taxon: rattus_satarae | Num gaps: 205970 | Missing taxon?: N | % Missing data: 99.6294791424812
Taxon: rattus_sordidus | Num gaps: 205944 | Missing taxon?: N | % Missing data: 99.616902716508
Taxon: rattus_steini | Num gaps: 205946 | Missing taxon?: N | % Missing data: 99.6178701338906
Taxon: rattus_tanezumi | Num gaps: 198682 | Missing taxon?: N | % Missing data: 96.1042102004489
Taxon: rattus_tiomanicus | Num gaps: 203140 | Missing taxon?: N | % Missing data: 98.2605835461652
Taxon: rattus_tunneyi | Num gaps: 205920 | Missing taxon?: N | % Missing data: 99.6052937079173
Taxon: rattus_verecundus | Num gaps: 203840 | Missing taxon?: N | % Missing data: 98.5991796300596
Taxon: rattus_villosissimus | Num gaps: 203888 | Missing taxon?: N | % Missing data: 98.6223976472409
Taxon: reithrodon_auritus | Num gaps: 204666 | Missing taxon?: N | % Missing data: 98.998723009055
Taxon: rhabdomys_dilectus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: rhabdomys_pumilio | Num gaps: 202676 | Missing taxon?: N | % Missing data: 98.0361427134123
Taxon: rhagomys | Num gaps: 205972 | Missing taxon?: N | % Missing data: 99.6304465598638
Taxon: rheomys_raptor~ | Num gaps: 205948 | Missing taxon?: N | % Missing data: 99.6188375512731
Taxon: rhipidomys_macconnelli | Num gaps: 203640 | Missing taxon?: N | % Missing data: 98.502437891804
Taxon: rhipidomys_mastacalis | Num gaps: 205200 | Missing taxon?: N | % Missing data: 99.2570234501974
Taxon: rhipidomys_nitela | Num gaps: 205896 | Missing taxon?: N | % Missing data: 99.5936846993267
Taxon: rhipidomys_wetzeli | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: rhombomys_opimus | Num gaps: 205890 | Missing taxon?: N | % Missing data: 99.590782447179
Taxon: rhynchomys_banahao | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: rhynchomys_isarogensis | Num gaps: 204072 | Missing taxon?: N | % Missing data: 98.711400046436
Taxon: rhynchomys_soricoides | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: rhynchomys_tapulao | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: salinomys_delicatus | Num gaps: 205950 | Missing taxon?: N | % Missing data: 99.6198049686557
Taxon: saxatilomys_paulinae | Num gaps: 204688 | Missing taxon?: N | % Missing data: 99.0093646002631
Taxon: scapteromys_aquaticus | Num gaps: 205952 | Missing taxon?: N | % Missing data: 99.6207723860382
Taxon: scapteromys_tumidus | Num gaps: 204074 | Missing taxon?: N | % Missing data: 98.7123674638186
Taxon: scolomys_juruaense | Num gaps: 204914 | Missing taxon?: N | % Missing data: 99.1186827644919
Taxon: scolomys_ucayalensis | Num gaps: 205894 | Missing taxon?: N | % Missing data: 99.5927172819441
Taxon: sekeetamys_calurus | Num gaps: 205328 | Missing taxon?: N | % Missing data: 99.3189381626809
Taxon: sigmodon_alleni | Num gaps: 205894 | Missing taxon?: N | % Missing data: 99.5927172819441
Taxon: sigmodon_alstoni | Num gaps: 203584 | Missing taxon?: N | % Missing data: 98.4753502050925
Taxon: sigmodon_arizonae | Num gaps: 203152 | Missing taxon?: N | % Missing data: 98.2663880504605
Taxon: sigmodon_arizonae_major | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_fulviventer | Num gaps: 205386 | Missing taxon?: N | % Missing data: 99.346993266775
Taxon: sigmodon_hirsutus | Num gaps: 205894 | Missing taxon?: N | % Missing data: 99.5927172819441
Taxon: sigmodon_hispidus | Num gaps: 195658 | Missing taxon?: N | % Missing data: 94.6414751180249
Taxon: sigmodon_hispidus_berlandieri | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_chiriquensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_eremicus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_griseus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_spadicipygus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_hispidus_texianus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: sigmodon_leucotis | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: sigmodon_mascotensis | Num gaps: 205894 | Missing taxon?: N | % Missing data: 99.5927172819441
Taxon: sigmodon_ochrognathus | Num gaps: 205894 | Missing taxon?: N | % Missing data: 99.5927172819441
Taxon: sigmodon_peruanus | Num gaps: 205894 | Missing taxon?: N | % Missing data: 99.5927172819441
Taxon: sigmodon_toltecus | Num gaps: 205892 | Missing taxon?: N | % Missing data: 99.5917498645616
Taxon: sigmodontomys_alfari | Num gaps: 203910 | Missing taxon?: N | % Missing data: 98.633039238449
Taxon: tanyuromys_aphrastus | Num gaps: 205904 | Missing taxon?: N | % Missing data: 99.5975543688569
Taxon: solomys_salebrosus | Num gaps: 203920 | Missing taxon?: N | % Missing data: 98.6378763253618
Taxon: sooretamys_angouya | Num gaps: 203798 | Missing taxon?: N | % Missing data: 98.5788638650259
Taxon: srilankamys_ohiensis | Num gaps: 206172 | Missing taxon?: N | % Missing data: 99.7271882981193
Taxon: stenocephalemys_albipes | Num gaps: 205574 | Missing taxon?: N | % Missing data: 99.4379305007352
Taxon: stenocephalemys_albocaudata | Num gaps: 205570 | Missing taxon?: N | % Missing data: 99.4359956659701
Taxon: stenocephalemys_griseicauda | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: stochomys_longicaudatus | Num gaps: 201768 | Missing taxon?: N | % Missing data: 97.5969352217321
Taxon: sundamys_muelleri | Num gaps: 203456 | Missing taxon?: N | % Missing data: 98.4134354926089
Taxon: taeromys_celebensis | Num gaps: 205472 | Missing taxon?: N | % Missing data: 99.3885922142249
Taxon: tapecomys_primus | Num gaps: 205950 | Missing taxon?: N | % Missing data: 99.6198049686557
Taxon: tarsomys_apoensis | Num gaps: 205396 | Missing taxon?: N | % Missing data: 99.3518303536878
Taxon: tatera_indica | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: taterillus_arenarius | Num gaps: 205894 | Missing taxon?: N | % Missing data: 99.5927172819441
Taxon: taterillus_gracilis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: taterillus_pygargus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_loringi~ | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_nigricauda~ | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thallomys_paedulcus~ | Num gaps: 206186 | Missing taxon?: N | % Missing data: 99.7339602197972
Taxon: thalpomys_cerradensis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thalpomys_lasiotis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thaptomys_nigrita | Num gaps: 202624 | Missing taxon?: N | % Missing data: 98.0109898614658
Taxon: thomasomys_andersoni | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_aureus | Num gaps: 203048 | Missing taxon?: N | % Missing data: 98.2160823465676
Taxon: thomasomys_australis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_baeops | Num gaps: 205906 | Missing taxon?: N | % Missing data: 99.5985217862395
Taxon: thomasomys_caudivarius | Num gaps: 203826 | Missing taxon?: N | % Missing data: 98.5924077083817
Taxon: thomasomys_cinnameus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_daphne | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_erro | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_fumeus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_gracilis | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_ischyurus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_notatus | Num gaps: 204996 | Missing taxon?: N | % Missing data: 99.1583468771767
Taxon: thomasomys_oreas | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_paramorum | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_princeps | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_silvestris | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_taczanowskii | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_ucucha | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: thomasomys_vulcani | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: tokudaia_muenninki | Num gaps: 205306 | Missing taxon?: N | % Missing data: 99.3082965714728
Taxon: tokudaia_osimensis | Num gaps: 202628 | Missing taxon?: N | % Missing data: 98.0129246962309
Taxon: tokudaia_tokunoshimensis | Num gaps: 205304 | Missing taxon?: N | % Missing data: 99.3073291540902
Taxon: tonkinomys_daovantieni | Num gaps: 206196 | Missing taxon?: N | % Missing data: 99.73879730671
Taxon: transandinomys_bolivaris | Num gaps: 205902 | Missing taxon?: N | % Missing data: 99.5965869514744
Taxon: transandinomys_talamancae | Num gaps: 203668 | Missing taxon?: N | % Missing data: 98.5159817351598
Taxon: uromys_caudimaculatus | Num gaps: 204784 | Missing taxon?: N | % Missing data: 99.0558006346258
Taxon: vandeleuria_sp_kcr_2008 | Num gaps: 204046 | Missing taxon?: N | % Missing data: 98.6988236204628
Taxon: wiedomys_cerradensis | Num gaps: 206032 | Missing taxon?: N | % Missing data: 99.6594690813404
Taxon: wiedomys_pyrrhorhinos | Num gaps: 204508 | Missing taxon?: N | % Missing data: 98.9222970358331
Taxon: xeromys_myoides | Num gaps: 203162 | Missing taxon?: N | % Missing data: 98.2712251373733
Taxon: zelotomys_hildegardeae | Num gaps: 202106 | Missing taxon?: N | % Missing data: 97.7604287593839
Taxon: zygodontomys_brevicauda | Num gaps: 203714 | Missing taxon?: N | % Missing data: 98.5382323349586
Taxon: zygodontomys_cherriei | Num gaps: 205910 | Missing taxon?: N | % Missing data: 99.6004566210046
Taxon: zygodontomys_microtinus | Num gaps: 206736 | Missing taxon?: Y | % Missing data: 100
Taxon: zyzomys_argurus | Num gaps: 203752 | Missing taxon?: N | % Missing data: 98.5566132652272
Taxon: ornithorhynchus_anatinus | Num gaps: 103308 | Missing taxon?: N | % Missing data: 49.9709774785233
Taxon: zaglossus_bruijni | Num gaps: 205948 | Missing taxon?: N | % Missing data: 99.6188375512731
Taxon: tachyglossus_aculeatus | Num gaps: 198712 | Missing taxon?: N | % Missing data: 96.1187214611872
Taxon: mesocricetus_auratus | Num gaps: 182934 | Missing taxon?: N | % Missing data: 88.4867657302066
Taxon: microtus_ochrogaster | Num gaps: 205218 | Missing taxon?: N | % Missing data: 99.2657302066404

Number of missing taxa = 186
Number of present taxa = 505
Total number of taxa = 691

Eq: num_gaps / ( num_taxa * len_aln ) --> (38452896+102913362)/((186+505)*206736)
Avg missing data before removing missing taxa = 0.989581586801952 = 98.9581586801952%
Eq: num_gaps / ( num_taxa * len_aln ) --> 102913362/(505*206736)
Avg missing data after removing missing taxa = 0.98574430986168 = 98.574430986168%

