Parsing alignment rod_subt1_nt3cp ... ... 
Length alignment: 94825
Number of taxa: 630
Taxon: acomys_cahirinus | Num gaps: 92977 | Missing taxon?: N | % Missing data: 98.0511468494595
Taxon: sicista_severtzovi | Num gaps: 94459 | Missing taxon?: N | % Missing data: 99.6140258370683
Taxon: sicista_severtzovi_cimlanica | Num gaps: 94459 | Missing taxon?: N | % Missing data: 99.6140258370683
Taxon: sicista_strandi | Num gaps: 94256 | Missing taxon?: N | % Missing data: 99.3999472712892
Taxon: sicista_subtilis_nordmanni | Num gaps: 94459 | Missing taxon?: N | % Missing data: 99.6140258370683
Taxon: sicista_subtilis_subtilis | Num gaps: 94459 | Missing taxon?: N | % Missing data: 99.6140258370683
Taxon: sicista_subtilis_trizona | Num gaps: 94460 | Missing taxon?: N | % Missing data: 99.6150804112839
Taxon: sicista_tianshanica | Num gaps: 92954 | Missing taxon?: N | % Missing data: 98.0268916424993
Taxon: spalax_arenarius | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_carmeli | Num gaps: 94529 | Missing taxon?: N | % Missing data: 99.6878460321645
Taxon: spalax_graecus_graecus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: spalax_graecus_mezosegiensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: spalax_microphthalmus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: spalax_zemni | Num gaps: 93757 | Missing taxon?: N | % Missing data: 98.8737147376747
Taxon: steatomys_krebsii | Num gaps: 93500 | Missing taxon?: N | % Missing data: 98.6026891642499
Taxon: steatomys_parvus | Num gaps: 94116 | Missing taxon?: N | % Missing data: 99.2523068810968
Taxon: stylodipus_andrewsi | Num gaps: 93960 | Missing taxon?: N | % Missing data: 99.0877933034537
Taxon: stylodipus_sungorus | Num gaps: 93970 | Missing taxon?: N | % Missing data: 99.0983390456103
Taxon: stylodipus_telum | Num gaps: 93551 | Missing taxon?: N | % Missing data: 98.6564724492486
Taxon: synaptomys_borealis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: synaptomys_cooperi | Num gaps: 93366 | Missing taxon?: N | % Missing data: 98.4613762193514
Taxon: tachyoryctes_splendens | Num gaps: 93715 | Missing taxon?: N | % Missing data: 98.8294226206169
Taxon: thomomys_bottae_anitae | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_atrovarius | Num gaps: 93694 | Missing taxon?: N | % Missing data: 98.8072765620881
Taxon: thomomys_bottae | Num gaps: 92919 | Missing taxon?: N | % Missing data: 97.9899815449512
Taxon: thomomys_bottae_alticolus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bottae_imitabilis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bottae_incomptus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bottae_litoris | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bottae_mohavensis | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bulbivorus | Num gaps: 94127 | Missing taxon?: N | % Missing data: 99.263907197469
Taxon: thomomys_mazama | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_monticola | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_sheldoni | Num gaps: 93712 | Missing taxon?: N | % Missing data: 98.82625889797
Taxon: thomomys_talpoides | Num gaps: 93280 | Missing taxon?: N | % Missing data: 98.3706828368046
Taxon: thomomys_townsendii | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_umbrinus | Num gaps: 93691 | Missing taxon?: N | % Missing data: 98.8041128394411
Taxon: tscherskia_triton | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: tylomys_nudicaudus | Num gaps: 92535 | Missing taxon?: N | % Missing data: 97.5850250461376
Taxon: tylomys_watsoni | Num gaps: 94236 | Missing taxon?: N | % Missing data: 99.378855786976
Taxon: typhlomys_chapensis | Num gaps: 94035 | Missing taxon?: N | % Missing data: 99.1668863696283
Taxon: typhlomys_cinereus | Num gaps: 94120 | Missing taxon?: N | % Missing data: 99.2565251779594
Taxon: uranomys_ruddi | Num gaps: 92543 | Missing taxon?: N | % Missing data: 97.5934616398629
Taxon: voalavo_gymnocaudus | Num gaps: 94114 | Missing taxon?: N | % Missing data: 99.2501977326654
Taxon: volemys_millicens | Num gaps: 94204 | Missing taxon?: N | % Missing data: 99.3451094120749
Taxon: volemys_musseri | Num gaps: 94205 | Missing taxon?: N | % Missing data: 99.3461639862905
Taxon: xenomys_nelsoni | Num gaps: 94219 | Missing taxon?: N | % Missing data: 99.3609280253098
Taxon: zapus_hudsonius | Num gaps: 93438 | Missing taxon?: N | % Missing data: 98.537305562879
Taxon: zapus_hudsonius_acadicus | Num gaps: 94563 | Missing taxon?: N | % Missing data: 99.723701555497
Taxon: zapus_hudsonius_alascensis | Num gaps: 94566 | Missing taxon?: N | % Missing data: 99.7268652781439
Taxon: zapus_hudsonius_americanus | Num gaps: 94570 | Missing taxon?: N | % Missing data: 99.7310835750066
Taxon: zapus_hudsonius_campestris | Num gaps: 94597 | Missing taxon?: N | % Missing data: 99.7595570788294
Taxon: zapus_hudsonius_canadensis | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_hudsonius_intermedius | Num gaps: 94563 | Missing taxon?: N | % Missing data: 99.723701555497
Taxon: zapus_hudsonius_ladas | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_hudsonius_luteus | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_hudsonius_pallidus | Num gaps: 94592 | Missing taxon?: N | % Missing data: 99.7542842077511
Taxon: zapus_hudsonius_preblei | Num gaps: 94581 | Missing taxon?: N | % Missing data: 99.7426838913789
Taxon: zapus_hudsonius_tenellus | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_princeps | Num gaps: 93545 | Missing taxon?: N | % Missing data: 98.6501450039546
Taxon: zapus_princeps_chrysogeny | Num gaps: 94577 | Missing taxon?: N | % Missing data: 99.7384655945162
Taxon: zapus_princeps_cinereus | Num gaps: 94566 | Missing taxon?: N | % Missing data: 99.7268652781439
Taxon: zapus_princeps_curtatus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: zapus_princeps_idahoensis | Num gaps: 94565 | Missing taxon?: N | % Missing data: 99.7258107039283
Taxon: zapus_princeps_kootenayensis | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_princeps_minor | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_princeps_oregonus | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_princeps_pacificus | Num gaps: 94825 | Missing taxon?: Y | % Missing data: 100
Taxon: zapus_princeps_saltator | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_princeps_utahensis | Num gaps: 94565 | Missing taxon?: N | % Missing data: 99.7258107039283
Taxon: zapus_trinotatus | Num gaps: 93892 | Missing taxon?: N | % Missing data: 99.0160822567888
Taxon: zapus_trinotatus_eureka | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_trinotatus_montanus | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_trinotatus_orarius | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zapus_trinotatus_pacificus | Num gaps: 94564 | Missing taxon?: N | % Missing data: 99.7247561297126
Taxon: zygogeomys_trichopus | Num gaps: 94489 | Missing taxon?: N | % Missing data: 99.6456630635381
Taxon: ornithorhynchus_anatinus | Num gaps: 43111 | Missing taxon?: N | % Missing data: 45.4637490113367
Taxon: zaglossus_bruijni | Num gaps: 94431 | Missing taxon?: N | % Missing data: 99.5844977590298
Taxon: tachyglossus_aculeatus | Num gaps: 90813 | Missing taxon?: N | % Missing data: 95.7690482467704
Taxon: mus_musculus | Num gaps: 1701 | Missing taxon?: N | % Missing data: 1.79383074083839
Taxon: rattus_norvegicus | Num gaps: 5973 | Missing taxon?: N | % Missing data: 6.29897179013973

Number of missing taxa = 251
Number of present taxa = 379
Total number of taxa = 630

Eq: num_gaps / ( num_taxa * len_aln ) --> (23801075+35278558)/((251+379)*94825)
Avg missing data before removing missing taxa = 0.98895012115049 = 98.895012115049%
Eq: num_gaps / ( num_taxa * len_aln ) --> 35278558/(379*94825)
Avg missing data after removing missing taxa = 0.981632127506092 = 98.1632127506092%

