Parsing alignment rod_subt1_mt3cp ... ... 
Length alignment: 3694
Number of taxa: 630
Taxon: acomys_cahirinus | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: reithrodontomys_tenuirostris | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: reithrodontomys_zacatecae | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: rhizomys_pruinosus | Num gaps: 94 | Missing taxon?: N | % Missing data: 2.54466702761234
Taxon: rhizomys_sinensis | Num gaps: 98 | Missing taxon?: N | % Missing data: 2.652950730915
Taxon: saccostomus_campestris | Num gaps: 2803 | Missing taxon?: N | % Missing data: 75.8798050893341
Taxon: saccostomus_mashonae | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: saccostomus_mearnsi | Num gaps: 3316 | Missing taxon?: N | % Missing data: 89.7671900378993
Taxon: saccostomus_umbriventer | Num gaps: 3340 | Missing taxon?: N | % Missing data: 90.4168922577152
Taxon: salpingotus_kozlovi | Num gaps: 3322 | Missing taxon?: N | % Missing data: 89.9296155928533
Taxon: scotinomys_teguina | Num gaps: 3313 | Missing taxon?: N | % Missing data: 89.6859772604223
Taxon: scotinomys_xerampelinus | Num gaps: 3316 | Missing taxon?: N | % Missing data: 89.7671900378993
Taxon: sicista_betulina | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
Taxon: sicista_caucasica | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: sicista_concolor | Num gaps: 103 | Missing taxon?: N | % Missing data: 2.78830536004331
Taxon: sicista_kazbegica | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: sicista_kluchorica | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: sicista_napaea | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: sicista_severtzovi | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
Taxon: sicista_severtzovi_cimlanica | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
Taxon: sicista_strandi | Num gaps: 3322 | Missing taxon?: N | % Missing data: 89.9296155928533
Taxon: sicista_subtilis_nordmanni | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
Taxon: sicista_subtilis_subtilis | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
Taxon: sicista_subtilis_trizona | Num gaps: 3318 | Missing taxon?: N | % Missing data: 89.8213318895506
Taxon: sicista_tianshanica | Num gaps: 3325 | Missing taxon?: N | % Missing data: 90.0108283703303
Taxon: spalax_arenarius | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: nannospalax_carmeli | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: spalax_graecus_graecus | Num gaps: 3379 | Missing taxon?: N | % Missing data: 91.4726583649161
Taxon: spalax_graecus_mezosegiensis | Num gaps: 3379 | Missing taxon?: N | % Missing data: 91.4726583649161
Taxon: spalax_microphthalmus | Num gaps: 3379 | Missing taxon?: N | % Missing data: 91.4726583649161
Taxon: spalax_zemni | Num gaps: 3379 | Missing taxon?: N | % Missing data: 91.4726583649161
Taxon: steatomys_krebsii | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: steatomys_parvus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: stylodipus_andrewsi | Num gaps: 3322 | Missing taxon?: N | % Missing data: 89.9296155928533
Taxon: stylodipus_sungorus | Num gaps: 3322 | Missing taxon?: N | % Missing data: 89.9296155928533
Taxon: stylodipus_telum | Num gaps: 97 | Missing taxon?: N | % Missing data: 2.62587980508933
Taxon: synaptomys_borealis | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: synaptomys_cooperi | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: tachyoryctes_splendens | Num gaps: 3088 | Missing taxon?: N | % Missing data: 83.5950189496481
Taxon: thomomys_bottae_anitae | Num gaps: 3317 | Missing taxon?: N | % Missing data: 89.794260963725
Taxon: thomomys_atrovarius | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: thomomys_bottae | Num gaps: 2804 | Missing taxon?: N | % Missing data: 75.9068760151597
Taxon: thomomys_bottae_alticolus | Num gaps: 3319 | Missing taxon?: N | % Missing data: 89.8484028153763
Taxon: thomomys_bottae_imitabilis | Num gaps: 3319 | Missing taxon?: N | % Missing data: 89.8484028153763
Taxon: thomomys_bottae_incomptus | Num gaps: 3333 | Missing taxon?: N | % Missing data: 90.2273957769356
Taxon: thomomys_bottae_litoris | Num gaps: 3320 | Missing taxon?: N | % Missing data: 89.8754737412019
Taxon: thomomys_bottae_mohavensis | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: thomomys_bulbivorus | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: thomomys_mazama | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: thomomys_monticola | Num gaps: 2803 | Missing taxon?: N | % Missing data: 75.8798050893341
Taxon: thomomys_sheldoni | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: thomomys_talpoides | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: thomomys_townsendii | Num gaps: 3319 | Missing taxon?: N | % Missing data: 89.8484028153763
Taxon: thomomys_umbrinus | Num gaps: 2801 | Missing taxon?: N | % Missing data: 75.8256632376827
Taxon: tscherskia_triton | Num gaps: 95 | Missing taxon?: N | % Missing data: 2.57173795343801
Taxon: tylomys_nudicaudus | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: tylomys_watsoni | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: typhlomys_chapensis | Num gaps: 3317 | Missing taxon?: N | % Missing data: 89.794260963725
Taxon: typhlomys_cinereus | Num gaps: 3694 | Missing taxon?: Y | % Missing data: 100
Taxon: uranomys_ruddi | Num gaps: 3096 | Missing taxon?: N | % Missing data: 83.8115863562534
Taxon: voalavo_gymnocaudus | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: volemys_millicens | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: volemys_musseri | Num gaps: 3314 | Missing taxon?: N | % Missing data: 89.713048186248
Taxon: xenomys_nelsoni | Num gaps: 3109 | Missing taxon?: N | % Missing data: 84.163508391987
Taxon: zapus_hudsonius | Num gaps: 3325 | Missing taxon?: N | % Missing data: 90.0108283703303
Taxon: zapus_hudsonius_acadicus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_alascensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_americanus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_campestris | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_canadensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_intermedius | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_ladas | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_luteus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_pallidus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_preblei | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_hudsonius_tenellus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_chrysogeny | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_cinereus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_curtatus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_idahoensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_kootenayensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_minor | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_oregonus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_pacificus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_saltator | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_princeps_utahensis | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_trinotatus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_trinotatus_eureka | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_trinotatus_montanus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_trinotatus_orarius | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zapus_trinotatus_pacificus | Num gaps: 3315 | Missing taxon?: N | % Missing data: 89.7401191120736
Taxon: zygogeomys_trichopus | Num gaps: 2800 | Missing taxon?: N | % Missing data: 75.7985923118571
Taxon: ornithorhynchus_anatinus | Num gaps: 312 | Missing taxon?: N | % Missing data: 8.44612885760693
Taxon: zaglossus_bruijni | Num gaps: 312 | Missing taxon?: N | % Missing data: 8.44612885760693
Taxon: tachyglossus_aculeatus | Num gaps: 312 | Missing taxon?: N | % Missing data: 8.44612885760693
Taxon: mus_musculus | Num gaps: 92 | Missing taxon?: N | % Missing data: 2.49052517596102
Taxon: rattus_norvegicus | Num gaps: 90 | Missing taxon?: N | % Missing data: 2.43638332430969

Number of missing taxa = 28
Number of present taxa = 602
Total number of taxa = 630

Eq: num_gaps / ( num_taxa * len_aln ) --> (103432+1786448)/((28+602)*3694)
Avg missing data before removing missing taxa = 0.812076211101658 = 81.2076211101658%
Eq: num_gaps / ( num_taxa * len_aln ) --> 1786448/(602*3694)
Avg missing data after removing missing taxa = 0.803335569757549 = 80.3335569757549%

